Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,source,Item_Visibility_MeanRatio,Item_Type_Aggregate,Outlet_Years
FDL10,8.395,Low Fat,0.039484739,Snack Foods,97.9042,OUT035,2004,Small,Tier 2,Supermarket Type1,1686.4714,train,1.014480775456207,High Sales,9
NCE18,10,Non-Consumable,0.021425341,Household,250.175,OUT046,1997,Small,Tier 1,Supermarket Type1,2996.1,train,1.0150183498473162,High Sales,16
FDY60,12.6,Regular,0.02624324,Baking Goods,143.8128,OUT027,1985,Medium,Tier 3,Supermarket Type3,4458.1968,train,0.9542023689794364,Low Sales,28
FDT24,12.35,Regular,0.185704641,Baking Goods,77.1328,OUT013,1987,High,Tier 3,Supermarket Type1,2239.7512,train,0.9572502929691196,Low Sales,26
NCV06,11.3,Non-Consumable,0.066668724,Household,192.4478,OUT035,2004,Small,Tier 2,Supermarket Type1,2712.4692,train,0.9514652285230966,High Sales,9
FDP51,12.6,Regular,0.149305497,Meat,119.6124,OUT019,1985,Small,Tier 1,Grocery Store,592.562,train,1.6148105943297253,Medium Sales,28
FDU49,19.5,Regular,0.030688557,Canned,85.754,OUT035,2004,Small,Tier 2,Supermarket Type1,2163.85,train,0.9988808322464928,High Sales,9
FDQ16,19.7,Low Fat,0.041803291,Frozen Foods,110.3912,OUT049,1999,Medium,Tier 1,Supermarket Type1,3275.736,train,0.9237238239008349,Medium Sales,14
FDV16,7.75,Regular,0.082861686,Frozen Foods,32.6558,OUT013,1987,High,Tier 3,Supermarket Type1,679.116,train,0.9242793149447202,Medium Sales,26
FDL36,15.1,Low Fat,0.076385385,Baking Goods,88.483,OUT018,2009,Medium,Tier 3,Supermarket Type2,988.713,train,0.878292069237016,Low Sales,4
FDE09,12.6,Low Fat,0.021498768,Fruits and Vegetables,111.5228,OUT027,1985,Medium,Tier 3,Supermarket Type3,1768.3648,train,0.8673442237542995,High Sales,28
NCV54,11.1,Non-Consumable,0.033102681,Household,116.6124,OUT035,2004,Small,Tier 2,Supermarket Type1,1540.6612,train,0.8712701404279859,High Sales,9
FDH27,7.075,Low Fat,0.058676973,Dairy,142.0128,OUT017,2007,Small,Tier 2,Supermarket Type1,2588.6304,train,0.8796766147942621,High Sales,6
FDF33,7.97,Low Fat,0.021531416,Seafood,108.4596,OUT035,2004,Small,Tier 2,Supermarket Type1,3020.0688,train,0.9323495202382769,High Sales,9
NCP18,12.15,Non-Consumable,0.028592842,Household,151.0708,OUT035,2004,Small,Tier 2,Supermarket Type1,2858.9452,train,0.9221155212880032,High Sales,9
FDZ45,14.1,Low Fat,0.067148407,Snack Foods,200.4084,OUT018,2009,Medium,Tier 3,Supermarket Type2,3968.168,train,0.8745787931051507,High Sales,4
FDU25,12.6,Low Fat,0.026552056,Canned,56.2246,OUT027,1985,Medium,Tier 3,Supermarket Type3,1737.738,train,0.9942316934648463,High Sales,28
FDQ40,11.1,Regular,0.060302689,Frozen Foods,175.8712,OUT010,1998,Small,Tier 3,Grocery Store,175.7712,train,1.46411666759831,Medium Sales,15
DRD25,12.6,Low Fat,0.138269873,Soft Drinks,111.686,OUT019,1985,Small,Tier 1,Grocery Store,452.744,train,1.5257700398584488,Low Sales,28
FDJ57,7.42,Regular,0.036109859,Seafood,186.5582,OUT010,1998,Small,Tier 3,Grocery Store,185.7582,train,1.5717317128192332,High Sales,15
FDT43,16.35,Low Fat,0.020579897,Fruits and Vegetables,52.1324,OUT049,1999,Medium,Tier 1,Supermarket Type1,934.7832,train,0.8760887537860751,High Sales,14
FDH44,19.1,Regular,0.025912378,Fruits and Vegetables,146.8418,OUT049,1999,Medium,Tier 1,Supermarket Type1,1765.7016,train,0.9349353672222787,High Sales,14
FDR31,12.6,Regular,0.086077865,Fruits and Vegetables,143.8102,OUT019,1985,Small,Tier 1,Grocery Store,291.6204,train,1.5315372060448071,High Sales,28
FDQ27,5.19,Regular,0.044432887,Meat,102.899,OUT018,2009,Medium,Tier 3,Supermarket Type2,1651.184,train,0.9280891473663714,Medium Sales,4
DRK13,11.8,Low Fat,0.115346634,Soft Drinks,200.2084,OUT049,1999,Medium,Tier 1,Supermarket Type1,4563.3932,train,0.8760887612683788,Low Sales,14
FDB04,11.35,Regular,0.063226306,Dairy,87.9856,OUT046,1997,Small,Tier 1,Supermarket Type1,1494.0552,train,0.874728791772447,High Sales,16
NCI54,15.2,Non-Consumable,0.03366718,Household,109.6912,OUT045,2002,Small,Tier 2,Supermarket Type1,1419.4856,train,0.873675914601471,High Sales,11
FDP19,11.5,Low Fat,0.173867958,Fruits and Vegetables,128.8652,OUT045,2002,Small,Tier 2,Supermarket Type1,1291.652,train,0.9606860849652166,High Sales,11
FDB37,20.25,Regular,0.022936488,Baking Goods,240.8538,OUT035,2004,Small,Tier 2,Supermarket Type1,7931.6754,train,1.0151914094452679,Low Sales,9
NCR05,10.1,Non-Consumable,0.054585372,Health and Hygiene,196.5084,OUT013,1987,High,Tier 3,Supermarket Type1,595.2252,train,0.9215224131935517,Low Sales,26
FDZ15,13.1,Low Fat,0.020913071,Dairy,120.1782,OUT045,2002,Small,Tier 2,Supermarket Type1,2026.0294,train,0.9266905083207756,High Sales,11
NCQ29,12,Non-Consumable,0.104230135,Health and Hygiene,259.5278,OUT046,1997,Small,Tier 1,Supermarket Type1,2603.278,train,0.871907670406533,Low Sales,16
FDL04,19,Low Fat,0.111923422,Frozen Foods,106.5622,OUT046,1997,Small,Tier 1,Supermarket Type1,2117.244,train,0.9222899153402419,Medium Sales,16
DRH49,19.7,Low Fat,0.024756031,Soft Drinks,83.8592,OUT018,2009,Medium,Tier 3,Supermarket Type2,247.6776,train,0.8868407545354351,Low Sales,4
FDT07,12.6,Regular,0.135375727,Fruits and Vegetables,256.133,OUT019,1985,Small,Tier 1,Grocery Store,256.333,train,1.619554054671624,High Sales,28
NCI55,18.6,Non-Consumable,0.012679226,Household,120.9414,OUT045,2002,Small,Tier 2,Supermarket Type1,2680.5108,train,1.0010958543347406,High Sales,11
FDP19,11.5,Low Fat,0.173483253,Fruits and Vegetables,129.0652,OUT035,2004,Small,Tier 2,Supermarket Type1,3487.4604,train,0.9585604446542139,High Sales,9
FDV45,16.75,Low Fat,0.045138797,Snack Foods,187.9556,OUT045,2002,Small,Tier 2,Supermarket Type1,2816.334,train,0.9241603512945725,High Sales,11
FDG26,18.85,Low Fat,0.04282359,Canned,254.433,OUT018,2009,Medium,Tier 3,Supermarket Type2,2050.664,train,0.9260469280892938,High Sales,4
DRJ01,6.135,Low Fat,0.115010655,Soft Drinks,161.5236,OUT035,2004,Small,Tier 2,Supermarket Type1,1288.9888,train,0.929456822605282,Low Sales,9
FDD14,20.7,Low Fat,0.169776346,Canned,184.4266,OUT035,2004,Small,Tier 2,Supermarket Type1,3688.532,train,0.8745633893120364,High Sales,9
DRH37,17.6,Low Fat,0.041608488,Soft Drinks,165.4526,OUT035,2004,Small,Tier 2,Supermarket Type1,1644.526,train,0.8745633949840047,Low Sales,9
NCD18,16,Non-Consumable,0.072608647,Household,228.3668,OUT013,1987,High,Tier 3,Supermarket Type1,5298.4364,train,1.064733054781679,High Sales,26
NCE55,8.92,Non-Consumable,0.130191993,Household,176.837,OUT045,2002,Small,Tier 2,Supermarket Type1,2117.244,train,1.017442629850515,High Sales,11
NCQ43,17.75,Non-Consumable,0.111931193,Others,108.8912,OUT017,2007,Small,Tier 2,Supermarket Type1,327.5736,train,0.88886989127431415,Low Sales,6
FDC41,15.6,Low Fat,0.116913245,Frozen Foods,78.167,OUT046,1997,Small,Tier 1,Supermarket Type1,1837.608,train,0.8747287924074888,Medium Sales,16
DRL01,12.6,Regular,0.13511877,Soft Drinks,232.9958,OUT019,1985,Small,Tier 1,Grocery Store,934.7832,train,1.5257700450080889,Low Sales,28
FDX48,17.75,Regular,0.063416566,Baking Goods,154.6656,OUT010,1998,Small,Tier 3,Grocery Store,308.9312,train,1.4641166600771691,Low Sales,15
DRC25,5.73,Low Fat,0.075943184,Soft Drinks,85.5882,OUT010,1998,Small,Tier 3,Grocery Store,171.7764,train,1.457926627445362,Low Sales,15
DRF48,5.73,Low Fat,0.05190652,Soft Drinks,188.1898,OUT045,2002,Small,Tier 2,Supermarket Type1,1496.7184,train,1.0529609293456157,Low Sales,11
FDT34,9.3,Low Fat,0.175060504,Snack Foods,106.7964,OUT018,2009,Medium,Tier 3,Supermarket Type2,525.982,train,0.8749149777667165,High Sales,4
NCB43,20.2,Non-Consumable,0.099893424,Household,187.6898,OUT035,2004,Small,Tier 2,Supermarket Type1,3928.8858,train,0.9327801648188185,High Sales,9
FDG44,12.6,Low Fat,0.178923163,Fruits and Vegetables,55.7298,OUT019,1985,Small,Tier 1,Grocery Store,161.7894,train,1.6607634983977466,High Sales,28
FDD35,12.15,Low Fat,0.022656069625,Starchy Foods,119.244,OUT035,2004,Small,Tier 2,Supermarket Type1,2636.568,train,0.888888888888889,High Sales,9
FDC02,21.35,Low Fat,0.068765205,Canned,260.4278,OUT013,1987,High,Tier 3,Supermarket Type1,3644.5892,train,0.9288589907570006,High Sales,26
FDU51,20.2,Regular,0.096906831,Meat,175.5028,OUT018,2009,Medium,Tier 3,Supermarket Type2,6729.9064,train,1.0031395316514078,Medium Sales,4
NCC19,6.57,Non-Consumable,0.096862255,Household,193.982,OUT035,2004,Small,Tier 2,Supermarket Type1,2316.984,train,0.9988808329857587,High Sales,9
FDJ60,19.35,Regular,0.062528426,Baking Goods,166.9184,OUT046,1997,Small,Tier 1,Supermarket Type1,3302.368,train,0.9296326076168635,Low Sales,16
NCI29,8.6,Non-Consumable,0.032621545,Health and Hygiene,143.2154,OUT046,1997,Small,Tier 1,Supermarket Type1,2127.231,train,0.9296326021069123,Low Sales,16
NCF43,8.51,Non-Consumable,0.05190268,Household,142.247,OUT013,1987,High,Tier 3,Supermarket Type1,2862.94,train,0.9574439649393884,High Sales,26
FDY08,12.6,Regular,0.170246782,Fruits and Vegetables,141.5838,OUT027,1985,Medium,Tier 3,Supermarket Type3,3231.1274,train,0.8704928794445687,High Sales,28
FDD17,7.5,Low Fat,0.054610829,Frozen Foods,237.1906,OUT010,1998,Small,Tier 3,Grocery Store,237.6906,train,1.4585769620335556,Medium Sales,15
FDK41,14.3,Low Fat,0.127517605,Frozen Foods,86.0224,OUT035,2004,Small,Tier 2,Supermarket Type1,1022.6688,train,0.8745633899284275,Medium Sales,9
DRN59,15,Low Fat,0.064271703,Hard Drinks,45.506,OUT045,2002,Small,Tier 2,Supermarket Type1,466.06,train,1.016730430769642,Medium Sales,11
FDR60,14.3,Low Fat,0.13030659,Baking Goods,75.7328,OUT013,1987,High,Tier 3,Supermarket Type1,617.8624,train,0.9982383497155363,Low Sales,26
DRO47,10.195,Low Fat,0.187841082,Hard Drinks,112.486,OUT010,1998,Small,Tier 3,Grocery Store,113.186,train,1.5617277311662159,Medium Sales,15
FDF26,6.825,Regular,0.046625941,Canned,154.9998,OUT035,2004,Small,Tier 2,Supermarket Type1,3075.996,train,0.9294568215779129,High Sales,9
FDQ12,12.65,Low Fat,0.035410748,Baking Goods,231.401,OUT046,1997,Small,Tier 1,Supermarket Type1,2067.309,train,0.8747287974979777,Low Sales,16
NCO29,11.15,Non-Consumable,0.032250092,Health and Hygiene,164.0526,OUT035,2004,Small,Tier 2,Supermarket Type1,4769.1254,train,0.9221155268149318,Low Sales,9
DRF03,19.1,Low Fat,0.045378573,Dairy,42.4138,OUT049,1999,Medium,Tier 1,Supermarket Type1,243.6828,train,0.9310779399003142,High Sales,14
FDU48,18.85,Low Fat,0.0926587,Baking Goods,131.4284,OUT010,1998,Small,Tier 3,Grocery Store,263.6568,train,1.464116667408058,Low Sales,15
DRE03,19.6,Low Fat,0.024222321,Dairy,45.5718,OUT035,2004,Small,Tier 2,Supermarket Type1,945.436,train,0.9294568175462689,High Sales,9
FDX55,15.1,Low Fat,0.055518167,Fruits and Vegetables,217.3166,OUT017,2007,Small,Tier 2,Supermarket Type1,1306.2996,train,0.9302815718251977,High Sales,6
FDP38,12.6,Low Fat,0.031946638,Canned,51.6008,OUT027,1985,Medium,Tier 3,Supermarket Type3,1821.6288,train,0.8704928788600377,High Sales,28
FDZ19,6.425,Low Fat,0.093983518,Fruits and Vegetables,175.5712,OUT017,2007,Small,Tier 2,Supermarket Type1,1230.3984,train,0.9348909861667664,High Sales,6
NCU54,8.88,Non-Consumable,0.098822387,Household,209.627,OUT045,2002,Small,Tier 2,Supermarket Type1,1887.543,train,0.9315179263429183,High Sales,11
FDY36,12.3,Low Fat,0.009410528,Baking Goods,73.738,OUT046,1997,Small,Tier 1,Supermarket Type1,1318.284,train,0.8747288388172578,Low Sales,16
FDL16,12.85,Low Fat,0.169139066,Frozen Foods,46.406,OUT018,2009,Medium,Tier 3,Supermarket Type2,186.424,train,0.8782920649615609,Medium Sales,4
FDW31,11.35,Regular,0.043122189,Fruits and Vegetables,197.9742,OUT013,1987,High,Tier 3,Supermarket Type1,995.371,train,0.9982383503763403,High Sales,26
DRK49,12.6,Low Fat,0.035769657,Soft Drinks,40.9138,OUT027,1985,Medium,Tier 3,Supermarket Type3,1380.8692,train,0.9344755606521593,Low Sales,28
FDC08,19,Regular,0.10361083,Fruits and Vegetables,228.372,OUT049,1999,Medium,Tier 1,Supermarket Type1,905.488,train,0.934476295198265,High Sales,14
FDO56,10.195,Regular,0.044974051,Fruits and Vegetables,115.5808,OUT035,2004,Small,Tier 2,Supermarket Type1,1874.8928,train,0.8745634003764287,High Sales,9
NCV53,8.27,Non-Consumable,0.018920019,Health and Hygiene,238.088,OUT017,2007,Small,Tier 2,Supermarket Type1,6231.888,train,0.9378005958233109,Low Sales,6
FDA35,14.85,Regular,0.054142088,Baking Goods,124.1072,OUT017,2007,Small,Tier 2,Supermarket Type1,1837.608,train,1.0047208973177404,Low Sales,6
FDL40,12.6,Low Fat,0.0100750951,Frozen Foods,98.241,OUT019,1985,Small,Tier 1,Grocery Store,289.623,train,0.8333333333333334,Medium Sales,28
FDJ04,18,Low Fat,0.124645538,Frozen Foods,117.2124,OUT049,1999,Medium,Tier 1,Supermarket Type1,2133.2232,train,1.0006230365751418,Medium Sales,14
FDA31,7.1,Low Fat,0.110459828,Fruits and Vegetables,172.108,OUT018,2009,Medium,Tier 3,Supermarket Type2,2250.404,train,0.9334195346091623,High Sales,4
FDX24,8.355,Low Fat,0.013957308,Baking Goods,94.0462,OUT045,2002,Small,Tier 2,Supermarket Type1,1480.7392,train,0.8859755070153847,Low Sales,11
FDQ59,9.8,Regular,0.056386541,Breads,84.6908,OUT046,1997,Small,Tier 1,Supermarket Type1,503.3448,train,1.0140923425880326,High Sales,16
FDF45,18.2,Regular,0.012273747,Fruits and Vegetables,60.0904,OUT017,2007,Small,Tier 2,Supermarket Type1,1113.2176,train,1.0047208898192659,High Sales,6
FDH05,12.6,Regular,0.090473389,Frozen Foods,229.7984,OUT027,1985,Medium,Tier 3,Supermarket Type3,6024.1584,train,0.9251308165255052,Medium Sales,28
NCZ54,14.65,Non-Consumable,0.083359391,Household,161.9552,OUT046,1997,Small,Tier 1,Supermarket Type1,4711.2008,train,0.9316059795976575,High Sales,16
FDW01,12.6,Low Fat,0.112161697,Canned,154.4682,OUT019,1985,Small,Tier 1,Grocery Store,152.4682,train,1.5256483387834325,High Sales,28
FDX36,9.695,Regular,0.128805815,Baking Goods,224.0404,OUT018,2009,Medium,Tier 3,Supermarket Type2,5851.0504,train,0.8782920672173022,Low Sales,4
NCO55,12.6,Non-Consumable,0.090596378,Others,106.6938,OUT027,1985,Medium,Tier 3,Supermarket Type3,2251.0698,train,0.8704928845800519,Low Sales,28
FDL13,13.85,Regular,0.056637129,Breakfast,233.83,OUT017,2007,Small,Tier 2,Supermarket Type1,2796.36,train,0.8796766149814046,Medium Sales,6
FDV16,7.75,Regular,0.083059634,Frozen Foods,35.7558,OUT049,1999,Medium,Tier 1,Supermarket Type1,611.2044,train,0.9264873226581364,Medium Sales,14
FDN04,11.8,Regular,0.014115626,Frozen Foods,178.5344,OUT045,2002,Small,Tier 2,Supermarket Type1,3390.2536,train,1.016823727821551,Medium Sales,11
NCH06,12.3,Non-Consumable,0.076866235,Household,247.146,OUT018,2009,Medium,Tier 3,Supermarket Type2,492.692,train,0.9334195326870798,High Sales,4
FDA40,16,Regular,0.099188598,Frozen Foods,88.9856,OUT013,1987,High,Tier 3,Supermarket Type1,1669.8264,train,0.9324873886957938,Medium Sales,26
NCS05,11.5,Non-Consumable,0.021010687,Health and Hygiene,131.3942,OUT049,1999,Medium,Tier 1,Supermarket Type1,927.4594,train,0.9237238197414327,Low Sales,14
FDM15,12.6,Regular,0.057143515,Meat,151.8366,OUT027,1985,Medium,Tier 3,Supermarket Type3,6196.6006,train,0.9205197645750757,Medium Sales,28
FDK04,7.36,Low Fat,0.052607932,Frozen Foods,56.3588,OUT017,2007,Small,Tier 2,Supermarket Type1,744.3644,train,0.9382337525447288,Medium Sales,6
FDI58,7.64,Regular,0.070645636,Snack Foods,91.212,OUT013,1987,High,Tier 3,Supermarket Type1,466.06,train,0.9982383501973853,High Sales,26
FDB33,17.75,Low Fat,0.014568036,Fruits and Vegetables,158.1262,OUT013,1987,High,Tier 3,Supermarket Type1,4137.2812,train,0.8624702798871358,High Sales,26
FDJ45,17.75,Low Fat,0.073524776,Seafood,34.8216,OUT049,1999,Medium,Tier 1,Supermarket Type1,207.7296,train,0.9237238292230514,High Sales,14
NCO05,7.27,Non-Consumable,0.046559448,Health and Hygiene,100.5384,OUT046,1997,Small,Tier 1,Supermarket Type1,2463.46,train,0.92963259596389,Low Sales,16
NCE31,7.67,Non-Consumable,0.309390255,Household,33.2216,OUT010,1998,Small,Tier 3,Grocery Store,138.4864,train,1.4641166666938614,High Sales,15
FDQ49,20.2,Regular,0.039247736,Breakfast,157.663,OUT046,1997,Small,Tier 1,Supermarket Type1,1095.241,train,0.8716043523787698,Medium Sales,16
FDL34,16,Low Fat,0.040945898,Snack Foods,143.1496,OUT046,1997,Small,Tier 1,Supermarket Type1,2258.3936,train,0.999069750310965,High Sales,16
FDV07,9.5,Low Fat,0.031331581,Fruits and Vegetables,111.1228,OUT049,1999,Medium,Tier 1,Supermarket Type1,663.1368,train,1.0680059813029237,High Sales,14
FDX19,19.1,Low Fat,0.096929994,Fruits and Vegetables,233.8958,OUT045,2002,Small,Tier 2,Supermarket Type1,2103.2622,train,0.9315179288525918,High Sales,11
FDO48,15,Regular,0.026840766,Baking Goods,219.8456,OUT046,1997,Small,Tier 1,Supermarket Type1,4863.0032,train,0.9296326032168395,Low Sales,16
FDK40,7.035,Low Fat,0.017014080777777777,Frozen Foods,262.691,OUT013,1987,High,Tier 3,Supermarket Type1,6048.793,train,0.8181818181818181,Medium Sales,26
FDY19,19.75,Low Fat,0.041429246,Fruits and Vegetables,117.2466,OUT049,1999,Medium,Tier 1,Supermarket Type1,2239.0854,train,0.9310779287379883,High Sales,14
FDS16,12.6,Regular,0.058006502749999994,Frozen Foods,145.276,OUT027,1985,Medium,Tier 3,Supermarket Type3,5273.136,train,0.8888888888888887,Medium Sales,28
FDS02,12.6,Regular,0.12575530044444444,Dairy,196.4794,OUT027,1985,Medium,Tier 3,Supermarket Type3,5852.382,train,0.8181818181818181,High Sales,28
FDM51,11.8,Regular,0.025978802,Meat,102.5674,OUT045,2002,Small,Tier 2,Supermarket Type1,1629.8784,train,0.9334953048486271,Medium Sales,11
FDW02,12.6,Regular,0.066006824,Dairy,126.2704,OUT019,1985,Small,Tier 1,Grocery Store,250.3408,train,1.6196415907412949,High Sales,28
FDS31,12.6,Regular,0.03440078722222222,Fruits and Vegetables,178.5318,OUT019,1985,Small,Tier 1,Grocery Store,180.4318,train,0.8181818181818181,High Sales,28
DRF03,19.1,Low Fat,0.045492697,Dairy,40.3138,OUT018,2009,Medium,Tier 3,Supermarket Type2,527.9794,train,0.9334195370856903,High Sales,4
FDT55,13.6,Regular,0.043618827,Fruits and Vegetables,156.7946,OUT013,1987,High,Tier 3,Supermarket Type1,2840.3028,train,0.9242293626766465,High Sales,26
FDW21,5.34,Regular,0.005963881,Snack Foods,99.5358,OUT046,1997,Small,Tier 1,Supermarket Type1,1407.5012,train,1.011558133065882,High Sales,16
FDP07,18.2,Low Fat,0.08982696,Fruits and Vegetables,197.111,OUT013,1987,High,Tier 3,Supermarket Type1,589.233,train,1.0107163243317965,High Sales,26
NCZ17,12.15,Non-Consumable,0.079431643,Health and Hygiene,38.6506,OUT046,1997,Small,Tier 1,Supermarket Type1,796.9626,train,0.9336543451486435,Low Sales,16
NCV41,14.35,Non-Consumable,0.017135155,Health and Hygiene,109.8228,OUT017,2007,Small,Tier 2,Supermarket Type1,1657.842,train,0.8796766022848641,Low Sales,6
FDP60,17.35,Low Fat,0.056005781,Baking Goods,99.2016,OUT049,1999,Medium,Tier 1,Supermarket Type1,1518.024,train,1.0668525973402359,Low Sales,14
FDG58,10.695,Regular,0.145253944,Snack Foods,156.8972,OUT010,1998,Small,Tier 3,Grocery Store,467.3916,train,1.5617277286214561,High Sales,15
FDI60,7.22,Regular,0.0383808,Baking Goods,62.351,OUT049,1999,Medium,Tier 1,Supermarket Type1,885.514,train,0.9310779455970974,Low Sales,14
FDI20,19.1,Low Fat,0.03856376,Fruits and Vegetables,209.2586,OUT046,1997,Small,Tier 1,Supermarket Type1,3165.879,train,0.8747287975672754,High Sales,16
DRC13,8.26,Regular,0.032625074,Soft Drinks,124.673,OUT017,2007,Small,Tier 2,Supermarket Type1,1847.595,train,1.0208286466318888,Low Sales,6
DRA24,12.6,Regular,0.069909188,Soft Drinks,163.2868,OUT019,1985,Small,Tier 1,Grocery Store,491.3604,train,1.5315372004487053,Low Sales,28
FDW52,14,Regular,0.037491314,Frozen Foods,164.2526,OUT013,1987,High,Tier 3,Supermarket Type1,1808.9786,train,0.9982383401547668,Medium Sales,26
FDN38,6.615,Regular,0.09234651,Canned,251.8408,OUT018,2009,Medium,Tier 3,Supermarket Type2,4506.1344,train,0.8782920657861606,High Sales,4
DRI49,14.15,Low Fat,0.183879453,Soft Drinks,82.9276,OUT045,2002,Small,Tier 2,Supermarket Type1,1705.7796,train,1.0010958910307148,Low Sales,11
FDW26,11.8,Regular,0.107274301,Dairy,221.1772,OUT045,2002,Small,Tier 2,Supermarket Type1,3113.2808,train,0.8765027640783627,High Sales,11
FDA28,12.6,Regular,0.047570401,Frozen Foods,125.7362,OUT027,1985,Medium,Tier 3,Supermarket Type3,3020.0688,train,0.8671457841462652,Medium Sales,28
FDZ52,19.2,Low Fat,0.100640587,Frozen Foods,112.6886,OUT017,2007,Small,Tier 2,Supermarket Type1,1779.0176,train,0.9348909880951437,Medium Sales,6
FDU39,18.85,Low Fat,0.036111038,Meat,58.1562,OUT045,2002,Small,Tier 2,Supermarket Type1,1185.124,train,1.001095899589835,Medium Sales,11
FDR25,17,Regular,0.140090284,Canned,265.1884,OUT018,2009,Medium,Tier 3,Supermarket Type2,6359.7216,train,1.0031395379001509,High Sales,4
FDM44,12.5,Low Fat,0.031225303,Fruits and Vegetables,102.899,OUT017,2007,Small,Tier 2,Supermarket Type1,2167.179,train,0.8796766042122716,High Sales,6
FDA50,12.6,Low Fat,0.086752988,Dairy,98.141,OUT027,1985,Medium,Tier 3,Supermarket Type3,1737.738,train,0.8704928775846086,High Sales,28
FDJ38,8.6,Regular,0.040369315,Canned,189.753,OUT018,2009,Medium,Tier 3,Supermarket Type2,2846.295,train,0.9280891471492648,High Sales,4
DRM47,9.3,Low Fat,0.043777415,Hard Drinks,192.9846,OUT035,2004,Small,Tier 2,Supermarket Type1,6114.7072,train,0.9294568269446861,Medium Sales,9
NCO05,7.27,Non-Consumable,0.046631836,Health and Hygiene,98.4384,OUT049,1999,Medium,Tier 1,Supermarket Type1,1576.6144,train,0.9310779362169925,Low Sales,14
